id,english,tigrinya,domain,tokenized_english,tokenized_tigrinya,eng_length,tir_length
646,Employee has expressed its desire to be hired as an employee at ATMOS CLEAN and Employer is willing to employ it subject to the terms of this Special Contract.,ሰራሕተኛ ኣብ ATMOS CLEAN ከም ሰራሕተኛ ክቑጸር ድሌቱ ገሊጹ ኣሎ፤ ኣስራሒ ድማ ብመሰረት ውዕላት ናይዚ ፍሉይ ውዕል ክቖጽሮ ድልው እዩ።,legal,['Employee has expressed its desire to be hired as an employee at ATMOS CLEAN and Employer is willing to employ it subject to the terms of this Special Contract.'],['ሰራሕተኛ ኣብ ATMOS CLEAN ከም ሰራሕተኛ ክቑጸር ድሌቱ ገሊጹ ኣሎ፤ ኣስራሒ ድማ ብመሰረት ውዕላት ናይዚ ፍሉይ ውዕል ክቖጽሮ ድልው እዩ።'],29,20
647,"It was therefore declared, stipulated and agreed between the parties as follows:",ስለዚ ኣብ መንጎ እቶም ወገናት ብኸምዚ ዝስዕብ ተኣዊጁ፣ ተቐሚጡን ተሰማሚዑን፦,legal,"['It was therefore declared, stipulated and agreed between the parties as follows:']",['ስለዚ ኣብ መንጎ እቶም ወገናት ብኸምዚ ዝስዕብ ተኣዊጁ፣ ተቐሚጡን ተሰማሚዑን፦'],12,10
648,63 - 122 / 600,63 - 122 / 600,legal,['63 - 122 / 600'],['63 - 122 / 600'],5,5
655,The position is by hourly payment only and its calculation based on the actual working hours of the Employee to be reported in writing by Employee and submitted to Employer at the end of each <63>month</63>.,እቲ ስራሕ ብናይ ሰዓት ክፍሊት ጥራይ ኮይኑ ስልሒቱ ድማ ኣብ ጭቡጥ ናይ ስራሕ ሰዓታት ናይቲ ሰራሕተኛ ዝተመርኮሰ ኮይኑ ብጽሑፍ ብሰራሕተኛ ክሕበርን ኣብ መወዳእታ ነፍሲ ወከፍ <63>ወርሒ</63> ናብ ኣስራሒ ክቐርብን ኣለዎ።,legal,['The position is by hourly payment only and its calculation based on the actual working hours of the Employee to be reported in writing by Employee and submitted to Employer at the end of each <63>month</63>.'],['እቲ ስራሕ ብናይ ሰዓት ክፍሊት ጥራይ ኮይኑ ስልሒቱ ድማ ኣብ ጭቡጥ ናይ ስራሕ ሰዓታት ናይቲ ሰራሕተኛ ዝተመርኮሰ ኮይኑ ብጽሑፍ ብሰራሕተኛ ክሕበርን ኣብ መወዳእታ ነፍሲ ወከፍ <63>ወርሒ</63> ናብ ኣስራሒ ክቐርብን ኣለዎ።'],36,30
656,A prerequisite for the veracity of the report and its approval is Employer's signature and confirmation that such report has been verified and approved.,እቲ ፀብፃብ ሓቀኛን ተቐባልን ንምዃኑ ቅድመ ኩነት ናይ ኣስራሒ ፊርማ ከምኡ'ውን እቲ ፀብፃብ ከም ዝተረጋገፀን ከም ዝተቐበለን ዘረጋግፅ እዩ።,legal,"[""A prerequisite for the veracity of the report and its approval is Employer's signature and confirmation that such report has been verified and approved.""]","[""እቲ ፀብፃብ ሓቀኛን ተቐባልን ንምዃኑ ቅድመ ኩነት ናይ ኣስራሒ ፊርማ ከምኡ'ውን እቲ ፀብፃብ ከም ዝተረጋገፀን ከም ዝተቐበለን ዘረጋግፅ እዩ።""]",24,19
657,"For the avoidance of doubt, Employee will only receive payment for hours worked in practice in accordance with the quota approved for it under this Contract.",ጥርጣረ ንኸይህሉ ሰራሕተኛ ብመሰረት እዚ ውዕል ዝፀደቐሉ ኮታ ብተግባር ንዝሰርሖ ሰዓታት ጥራሕ እዩ ክፍሊት ዝረክብ።,legal,"['For the avoidance of doubt, Employee will only receive payment for hours worked in practice in accordance with the quota approved for it under this Contract.']",['ጥርጣረ ንኸይህሉ ሰራሕተኛ ብመሰረት እዚ ውዕል ዝፀደቐሉ ኮታ ብተግባር ንዝሰርሖ ሰዓታት ጥራሕ እዩ ክፍሊት ዝረክብ።'],26,15
660,"4.1  The parties determine that the full and final remuneration for each hour of actual work is <69>NIS 40</69>: in words <72>forty</72> new shekels, gross, <75>provided that such does not fall below the minimum wage established by law for one hour of work</75>.",4.1 እቶም ወገናት ንነፍሲ ወከፍ ሰዓት ጭቡጥ ስራሕ ምሉእን ናይ መወዳእታን ክፍሊት <69>NIS 40</69> ምዃኑ ይውስኑ፦ ብቓላት <72>ኣርብዓ</72> ሓድሽ ሸቃል፣ ሓፈሻዊ፣ <75>ከምዚ እንተዘይኮይኑ ንሓደ ሰዓት ስራሕ</75> ብሕጊ ዝተቐመጠ ዝተሓተ ደሞዝ ንታሕቲ ይወድቁ።,legal,"['4.1  The parties determine that the full and final remuneration for each hour of actual work is <69>NIS 40</69>: in words <72>forty</72> new shekels, gross, <75>provided that such does not fall below the minimum wage established by law for one hour of work</75>.']",['4.1 እቶም ወገናት ንነፍሲ ወከፍ ሰዓት ጭቡጥ ስራሕ ምሉእን ናይ መወዳእታን ክፍሊት <69>NIS 40</69> ምዃኑ ይውስኑ፦ ብቓላት <72>ኣርብዓ</72> ሓድሽ ሸቃል፣ ሓፈሻዊ፣ <75>ከምዚ እንተዘይኮይኑ ንሓደ ሰዓት ስራሕ</75> ብሕጊ ዝተቐመጠ ዝተሓተ ደሞዝ ንታሕቲ ይወድቁ።'],43,32
661,"(Insofar as Employee's wages fall short of the minimum wage, per hour of work, Employer must supplement the minimum wage established by law per working hour, which may be updated from time to time).",(ደሞዝ ሰራሕተኛ ካብቲ ዝተሓተ ደሞዝ ክሳብ ዝወድቕ፣ ኣብ ሓደ ሰዓት ስራሕ፣ ኣስራሒ ነቲ ብሕጊ ዝተቐመጠ ዝተሓተ ደሞዝ ኣብ ነፍሲ ወከፍ ሰዓት ስራሕ ክምልእ ኣለዎ፣ እዚ ድማ በብእዋኑ ክመሓየሽ ይኽእል)።,legal,"[""(Insofar as Employee's wages fall short of the minimum wage, per hour of work, Employer must supplement the minimum wage established by law per working hour, which may be updated from time to time).""]",['(ደሞዝ ሰራሕተኛ ካብቲ ዝተሓተ ደሞዝ ክሳብ ዝወድቕ፣ ኣብ ሓደ ሰዓት ስራሕ፣ ኣስራሒ ነቲ ብሕጊ ዝተቐመጠ ዝተሓተ ደሞዝ ኣብ ነፍሲ ወከፍ ሰዓት ስራሕ ክምልእ ኣለዎ፣ እዚ ድማ በብእዋኑ ክመሓየሽ ይኽእል)።'],34,29
662,"4.2  Employee's salary shall be determined according to the number of hours it works in practice in the month ended and which were confirmed as stated in the report it submits, multiplied by the gross hourly wage.",4.2 ደሞዝ ሰራሕተኛ ኣብቲ ዝተዛዘመ ወርሒ ብተግባር ብዝሰርሖን ኣብቲ ዘቕርቦ ፀብፃብ ከም ዝተገለፀን ብዝተረጋገፀን ብጠቕላላ ደሞዝ ሰዓት ተባዚሑ ዝውሰን እዩ።,legal,"[""4.2  Employee's salary shall be determined according to the number of hours it works in practice in the month ended and which were confirmed as stated in the report it submits, multiplied by the gross hourly wage.""]",['4.2 ደሞዝ ሰራሕተኛ ኣብቲ ዝተዛዘመ ወርሒ ብተግባር ብዝሰርሖን ኣብቲ ዘቕርቦ ፀብፃብ ከም ዝተገለፀን ብዝተረጋገፀን ብጠቕላላ ደሞዝ ሰዓት ተባዚሑ ዝውሰን እዩ።'],37,20
663,4.3  Employer will deduct and Employee hereby grants its consent to deduct from its salary any amount and/or tax and/or other mandatory payment deductible by law.,4.3 ኣስራሒ ይቑረጽን ሰራሕተኛ ድማ ካብዚ ብሕጊ ዝቑረጽ ዝኾነ ይኹን መጠን ገንዘብን/ወይ ግብሪን/ወይ ካልእ ግዴታዊ ክፍሊትን ካብ ደሞዙ ክቑረጽ ፍቓዱ ይህብ።,legal,['4.3  Employer will deduct and Employee hereby grants its consent to deduct from its salary any amount and/or tax and/or other mandatory payment deductible by law.'],['4.3 ኣስራሒ ይቑረጽን ሰራሕተኛ ድማ ካብዚ ብሕጊ ዝቑረጽ ዝኾነ ይኹን መጠን ገንዘብን/ወይ ግብሪን/ወይ ካልእ ግዴታዊ ክፍሊትን ካብ ደሞዙ ክቑረጽ ፍቓዱ ይህብ።'],26,21
664,4.4  Employee's salary shall be paid thereto on a monthly basis no later than 10 days following the end of the month for which the salary is paid.,4.4 ደሞዝ ሰራሕተኛ ደሞዝ ዝተኸፍለሉ ወርሒ ካብ ዝውዳእ ካብ 10 መዓልቲ ዘይውሕድ ወርሓዊ መሰረት ይኽፈል።,legal,"[""4.4  Employee's salary shall be paid thereto on a monthly basis no later than 10 days following the end of the month for which the salary is paid.""]",['4.4 ደሞዝ ሰራሕተኛ ደሞዝ ዝተኸፍለሉ ወርሒ ካብ ዝውዳእ ካብ 10 መዓልቲ ዘይውሕድ ወርሓዊ መሰረት ይኽፈል።'],28,15
665,The salary shall be paid to Employee by bank transfer.,እቲ ደሞዝ ንሰራሕተኛ ብባንኪ ዝዉዉር ይኽፈል።,legal,['The salary shall be paid to Employee by bank transfer.'],['እቲ ደሞዝ ንሰራሕተኛ ብባንኪ ዝዉዉር ይኽፈል።'],10,6
666,"In its signing of this Contract, Employee grants its consent to the execution of the payment in said manner.",ሰራሕተኛ ነዚ ውዕል ኣብ ዝፈረመሉ እዋን እቲ ክፍሊት በቲ ዝተባህለ ኣገባብ ንኽፍጸም ፍቓዱ ይህብ።,legal,"['In its signing of this Contract, Employee grants its consent to the execution of the payment in said manner.']",['ሰራሕተኛ ነዚ ውዕል ኣብ ዝፈረመሉ እዋን እቲ ክፍሊት በቲ ዝተባህለ ኣገባብ ንኽፍጸም ፍቓዱ ይህብ።'],19,14
669,5.1  Start of work:,5.1      ምጅማር ስራሕ፦,legal,['5.1  Start of work:'],['5.1      ምጅማር ስራሕ፦'],4,3
671,5.2  Employee shall work according to the following:,5.2       ሰራሕተኛ በዚ ዝስዕብ መሰረት ክሰርሕ ኣለዎ፦,legal,['5.2  Employee shall work according to the following:'],['5.2       ሰራሕተኛ በዚ ዝስዕብ መሰረት ክሰርሕ ኣለዎ፦'],8,7
672,"5.2.1  <106>Sunday</106>, between 7:00-15:00",5.2.1      <106>ሰንበት</106>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal,"['5.2.1  <106>Sunday</106>, between 7:00-15:00']",['5.2.1      <106>ሰንበት</106>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00'],4,6
673,"5.2.2  <109>Monday</109>, between 7:00-15:00",5.2.2      <109>ሰኑይ</109>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal,"['5.2.2  <109>Monday</109>, between 7:00-15:00']",['5.2.2      <109>ሰኑይ</109>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00'],4,6
674,"5.2.3  <112>Tuesday</112>, between 7:00-15:00",5.2.3      <112>ሰሉስ</112>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal,"['5.2.3  <112>Tuesday</112>, between 7:00-15:00']",['5.2.3      <112>ሰሉስ</112>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00'],4,6
675,"5.2.4  <115>Wednesday</115>, between 7:00-15:00",5.2.4      <115>ረቡዕ</115>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal,"['5.2.4  <115>Wednesday</115>, between 7:00-15:00']",['5.2.4      <115>ረቡዕ</115>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00'],4,6
676,"5.2.5  <118>Thursday</118>, between 7:00-15:00",5.2.5      <118>ሓሙስ</118>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00,legal,"['5.2.5  <118>Thursday</118>, between 7:00-15:00']",['5.2.5      <118>ሓሙስ</118>፣ ኣብ መንጎ ሰዓት 7፡00-15፡00'],4,6
678,Employee’s Statements and Undertakings,መግለጺታትን ውዕላትን ሰራሕተኛ,legal,['Employee’s Statements and Undertakings'],['መግለጺታትን ውዕላትን ሰራሕተኛ'],4,3
679,"6.1  Employee undertakes to carry out all its obligations as detailed in this Contract faithfully and with dedication and to the best of its professional ability, and declares that it is in possession of the knowledge, training, experience and ability to perform them properly.",6.1 ሰራሕተኛ ኣብዚ ውዕሊ ብዝርዝር ከምዝተገለፀ ኩሉ ግዴታታቱ ብተኣማንነትን ብተወፋይነትን ብዘለዎ ሞያዊ ዓቕሙን ክፍፅም ቃል ይኣቱ፣ ብግቡእ ንምፍፃሙ ድማ ፍልጠት፣ ስልጠና፣ ተመኩሮን ዓቕምን ከምዝውንን ይእውጅ።,legal,"['6.1  Employee undertakes to carry out all its obligations as detailed in this Contract faithfully and with dedication and to the best of its professional ability, and declares that it is in possession of the knowledge, training, experience and ability to perform them properly.']",['6.1 ሰራሕተኛ ኣብዚ ውዕሊ ብዝርዝር ከምዝተገለፀ ኩሉ ግዴታታቱ ብተኣማንነትን ብተወፋይነትን ብዘለዎ ሞያዊ ዓቕሙን ክፍፅም ቃል ይኣቱ፣ ብግቡእ ንምፍፃሙ ድማ ፍልጠት፣ ስልጠና፣ ተመኩሮን ዓቕምን ከምዝውንን ይእውጅ።'],44,25
680,6.2  Employee agrees not to commit Employer to any obligations with third parties without Employer's prior written consent.,ሰራሕተኛ፣ ኣስራሒ ኣቐዲሙ ብጽሑፍ ምስ ዘይፈቐዶ፣ ኣስራሒ ምስ ሳልሳይ ኣካል ዝኾነ ዓይነት ግዴታታት ከይፍጽም ይስማዕማዕ።,legal,"[""6.2  Employee agrees not to commit Employer to any obligations with third parties without Employer's prior written consent.""]",['ሰራሕተኛ፣ ኣስራሒ ኣቐዲሙ ብጽሑፍ ምስ ዘይፈቐዶ፣ ኣስራሒ ምስ ሳልሳይ ኣካል ዝኾነ ዓይነት ግዴታታት ከይፍጽም ይስማዕማዕ።'],18,15
681,"Furthermore, Employee acknowledges that any unapproved obligations will be personally binding on it.",ካብዚ ሓሊፉ ሰራሕተኛ ዝኾነ ዘይተፈቐደ ግዴታታት ብውልቂ ቀያዲ ከም ዝኸውን ይኣምን።,legal,"['Furthermore, Employee acknowledges that any unapproved obligations will be personally binding on it.']",['ካብዚ ሓሊፉ ሰራሕተኛ ዝኾነ ዘይተፈቐደ ግዴታታት ብውልቂ ቀያዲ ከም ዝኸውን ይኣምን።'],13,11
682,"6.3  Employee will report to Employer at the end of each working day with regards to the duration of the operation, the number of participants therein and any irregular event that occurred throughout.",6.3 ሰራሕተኛ ኣብ መወዳእታ ነፍሲ ወከፍ ናይ ስራሕ መዓልቲ ንውሓት ግዜ ናይቲ ስርሒት፣ ብዝሒ ተሳተፍቲ ኣብኡን ኣብ ምሉእ ዘጋጠመ ዝኾነ ዘይስሩዕ ፍጻመን ብዝምልከት ንኣስራሒ ጸብጻብ ክህብ እዩ።,legal,"['6.3  Employee will report to Employer at the end of each working day with regards to the duration of the operation, the number of participants therein and any irregular event that occurred throughout.']",['6.3 ሰራሕተኛ ኣብ መወዳእታ ነፍሲ ወከፍ ናይ ስራሕ መዓልቲ ንውሓት ግዜ ናይቲ ስርሒት፣ ብዝሒ ተሳተፍቲ ኣብኡን ኣብ ምሉእ ዘጋጠመ ዝኾነ ዘይስሩዕ ፍጻመን ብዝምልከት ንኣስራሒ ጸብጻብ ክህብ እዩ።'],33,27
683,6.4  Employee is required to complete report forms provided by Employer in accordance with the stipulated provisions and submit them to Employer within the specified timeframes.,6.4 ሰራሕተኛ ብመሰረት ዝተቐመጡ ድንጋገታት ብኣስራሒ ዝተዋህቡ ናይ ጸብጻብ ቅጥዕታት ክመልእን ኣብ ውሽጢ ዝተወሰነ ግዜ ናብ ኣስራሒ ከቕርብን ይግደድ።,legal,['6.4  Employee is required to complete report forms provided by Employer in accordance with the stipulated provisions and submit them to Employer within the specified timeframes.'],['6.4 ሰራሕተኛ ብመሰረት ዝተቐመጡ ድንጋገታት ብኣስራሒ ዝተዋህቡ ናይ ጸብጻብ ቅጥዕታት ክመልእን ኣብ ውሽጢ ዝተወሰነ ግዜ ናብ ኣስራሒ ከቕርብን ይግደድ።'],26,19
686,7.1 Employer may terminate the Contract and Employee’s employment by giving notice to Employee in writing and in advance or by immediate notice whilst paying Employee the equivalent remuneration for the notice period.,7.1 ኣስራሒ ንሰራሕተኛ ብጽሑፍን ኣቐዲሙን ወይ ብቕልጡፍ ምልክታ ብምሃብ ንሰራሕተኛ ናይቲ ናይ ምልክታ ግዜ ተመጣጣኒ ክፍሊት እናኸፈለ ነቲ ውዕልን ሰራሕተኛን ስራሕ ከቋርጾ ይኽእል።,legal,['7.1 Employer may terminate the Contract and Employee’s employment by giving notice to Employee in writing and in advance or by immediate notice whilst paying Employee the equivalent remuneration for the notice period.'],['7.1 ኣስራሒ ንሰራሕተኛ ብጽሑፍን ኣቐዲሙን ወይ ብቕልጡፍ ምልክታ ብምሃብ ንሰራሕተኛ ናይቲ ናይ ምልክታ ግዜ ተመጣጣኒ ክፍሊት እናኸፈለ ነቲ ውዕልን ሰራሕተኛን ስራሕ ከቋርጾ ይኽእል።'],33,23
